item;word;answercode;category
schwan;SCHWANEnter;correct;Vögel
schwan;SBackspaceBackspaceSCHWAN ;first_letter_incorrect;Vögel
schwan;TBackspaceBackspaceSCHWAN ;first_letter_incorrect;Vögel
schwan;WBackspaceSCHWANEnter;first_letter_incorrect;Vögel
schwan;;isna;Vögel
schwan;SCHWNAEnter;almostcorrect;Vögel
strauss;STRABackspaceAUSSEnter;almostcorrect;Vögel
strauss;STRATBackspaceUSSEnter;almostcorrect;Vögel
strauss;STRAU?BackspaceSSEnter;almostcorrect;Vögel
strauss;straussBackspaceBackspaceßEnter;almostcorrect;Vögel
strauss;SCHBackspaceBackspaceBackspacePFAUEnter;first_letter_incorrect;Vögel
strauss;STRAUSS ;correct;Vögel
strauss;STRAUSSEnter;correct;Vögel
strauss;;isna;Vögel
strauss;OSTRICH ;unrelated_other;Vögel
strauss;STRAUCHEnter;almostcorrect;Vögel
strauss;PFAUEnter;almostcorrect;Vögel
taube;TABBackspaceUBE ;almostcorrect;Vögel
taube;TAUBE ;correct;Vögel
taube;TAUBEEnter;correct;Vögel
taube;hlBackspaceBackspaceBackspacetaubeEnter;first_letter_incorrect;Vögel
taube;;isna;Vögel
gondel;GONDEÖBackspaceLEnter;almostcorrect;Wasser
gondel;GONDOLAEnter;almostcorrect;Wasser
gondel;GONDEL ;correct;Wasser
gondel;GONDELEnter;correct;Wasser
gondel;OBackspaceGONDELEnter;first_letter_incorrect;Wasser
gondel;WEBackspaceBackspaceBackspaceGONDEL ;first_letter_incorrect;Wasser
gondel;;isna;Wasser
gondel;BOOT ;almostcorrect;Wasser
gondel;BOOTEnter;almostcorrect;Wasser
gondel;KAANUEnter;semantic_relation;Wasser
gondel;KANUEnter;semantic_relation;Wasser
gondel;SCHIFFEnter;semantic_relation;Wasser
kanu;BBackspaceBackspaceGONDELEnter;semantic_relation;Wasser
kanu;KANU ;correct;Wasser
kanu;KANUEnter;correct;Wasser
kanu;;isna;Wasser
kanu;BOOT ;almostcorrect;Wasser
kanu;BOOTEnter;almostcorrect;Wasser
kanu;SCHIFFEnter;semantic_relation;Wasser
kanu;GONDEL ;semantic_relation;Wasser
segelschiff;SEGELBOOT ;almostcorrect;Wasser
segelschiff;SEGELBOOTEnter;almostcorrect;Wasser
segelschiff;SEGELSCHIFF ;correct;Wasser
segelschiff;SEGELSCHIFFEnter;correct;Wasser
segelschiff;FBackspaceSCHFBackspaceIFFEnter;first_letter_incorrect;Wasser
segelschiff;MABackspaceBackspaceSEGELSCHIFF ;first_letter_incorrect;Wasser
segelschiff;RBackspaceSEGELSCHIFFEnter;first_letter_incorrect;Wasser
segelschiff;;isna;Wasser
segelschiff;BOOT ;almostcorrect;Wasser
segelschiff;SCHIFF ;almostcorrect;Wasser
segelschiff;SCHIFFEnter;almostcorrect;Wasser
u-boot;U-NBackspaceBOOTEnter;almostcorrect;Wasser
u-boot;U-PBackspaceBOOTEnter;almostcorrect;Wasser
u-boot;U:BackspaceShift.BackspaceShift_Backspace-BOOTEnter;almostcorrect;Wasser
u-boot;UBOOTEnter;almostcorrect;Wasser
u-boot;U-BOOT ;correct;Wasser
u-boot;U-BOOTEnter;correct;Wasser
u-boot;LBackspaceBackspaceBackspaceSBackspaceBackspaceU-ShiftbOOTEnter;first_letter_incorrect;Wasser
u-boot;boot ;almostcorrect;Wasser
u-boot;schiffEnter;semantic_relation;Wasser
u-boot;EEnter;unrelated_other;Wasser
u-boot;U ;unrelated_other;Wasser
u-boot;SCHIBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceUBOOTEnter;first_letter_incorrect;Wasser
u-boot;SCHIFF ;semantic_relation;Wasser
u-boot;U-KBBackspaceBackspaceBOOT ;almostcorrect;Wasser
yacht;YSBackspaceACHT ;almostcorrect;Wasser
yacht;YACHT ;correct;Wasser
yacht;YACHTEnter;correct;Wasser
yacht;ABackspaceYACHTEnter;first_letter_incorrect;Wasser
yacht;AYBackspaceBackspaceYACHTEnter;first_letter_incorrect;Wasser
yacht;SBackspaceJBackspaceYACHT ;first_letter_incorrect;Wasser
yacht;SCHBackspaceBackspaceBackspaceBackspaceYCHTBackspaceBackspaceBackspaceACHTEnter;first_letter_incorrect;Wasser
yacht;ÜBackspaceYACHT ;first_letter_incorrect;Wasser
yacht;ZABackspaceBackspaceYACHTEnter;first_letter_incorrect;Wasser
yacht;;isna;Wasser
yacht;BOOTEnter;almostcorrect;Wasser
yacht;SCHIFF ;almostcorrect;Wasser
yacht;SCHIFFEnter;almostcorrect;Wasser
yacht;ABackspaceABackspaceYACHT ;first_letter_incorrect;Wasser
